"","year","banking_crisis","systemic_crisis","currency_crisis","inflation_crisis","iso3c","crisis_idx"
"11609",1907,0,0,0,1,"RUS",1
"11610",1908,0,0,0,0,"RUS",0
"11611",1909,0,0,0,0,"RUS",0
"11612",1910,0,0,0,0,"RUS",0
"11613",1911,0,0,0,0,"RUS",0
"11614",1912,0,0,0,0,"RUS",0
"11615",1913,0,0,0,0,"RUS",0
"11616",1914,0,0,1,0,"RUS",1
"11617",1915,0,0,1,0,"RUS",1
"11618",1916,0,0,0,0,"RUS",0
"11619",1917,0,0,1,0,"RUS",1
"11620",1918,0,0,1,1,"RUS",2
"11621",1919,0,0,1,1,"RUS",2
"11622",1920,0,0,1,1,"RUS",2
"11623",1921,0,0,2,1,"RUS",3
"11624",1922,0,0,1,1,"RUS",2
"11625",1923,0,0,1,1,"RUS",2
"11626",1924,0,0,2,1,"RUS",3
"11627",1925,0,0,0,0,"RUS",0
"11628",1926,0,0,0,0,"RUS",0
"11629",1927,0,0,0,0,"RUS",0
"11630",1928,0,0,2,0,"RUS",2
"11631",1929,0,0,0,0,"RUS",0
"11632",1930,0,0,0,1,"RUS",1
"11633",1931,0,0,0,1,"RUS",1
"11634",1932,0,0,0,1,"RUS",1
"11635",1933,0,0,1,1,"RUS",2
"11636",1934,0,0,1,0,"RUS",1
"11637",1935,0,0,0,1,"RUS",1
"11638",1936,0,0,0,0,"RUS",0
"11639",1937,0,0,0,0,"RUS",0
"11640",1938,0,0,0,0,"RUS",0
"11641",1939,0,0,0,0,"RUS",0
"11642",1940,0,0,0,1,"RUS",1
"11643",1941,0,0,0,0,"RUS",0
"11644",1942,0,0,0,0,"RUS",0
"11645",1943,0,0,0,0,"RUS",0
"11646",1944,0,0,0,0,"RUS",0
"11647",1945,0,0,0,0,"RUS",0
"11648",1946,0,0,1,1,"RUS",2
"11649",1947,0,0,2,1,"RUS",3
"11650",1948,0,0,1,0,"RUS",1
"11651",1949,0,0,1,0,"RUS",1
"11652",1950,0,0,0,0,"RUS",0
"11653",1951,0,0,0,0,"RUS",0
"11654",1952,0,0,0,0,"RUS",0
"11655",1953,0,0,0,0,"RUS",0
"11656",1954,0,0,0,0,"RUS",0
"11657",1955,0,0,0,0,"RUS",0
"11658",1956,0,0,1,0,"RUS",1
"11659",1957,0,0,1,0,"RUS",1
"11660",1958,0,0,0,0,"RUS",0
"11661",1959,0,0,0,0,"RUS",0
"11662",1960,0,0,1,0,"RUS",1
"11663",1961,0,0,1,0,"RUS",1
"11664",1962,0,0,1,0,"RUS",1
"11665",1963,0,0,0,0,"RUS",0
"11666",1964,0,0,0,0,"RUS",0
"11667",1965,0,0,1,0,"RUS",1
"11668",1966,0,0,1,0,"RUS",1
"11669",1967,0,0,1,0,"RUS",1
"11670",1968,0,0,0,0,"RUS",0
"11671",1969,0,0,0,0,"RUS",0
"11672",1970,0,0,0,0,"RUS",0
"11673",1971,0,0,0,0,"RUS",0
"11674",1972,0,0,0,0,"RUS",0
"11675",1973,0,0,0,0,"RUS",0
"11676",1974,0,0,0,0,"RUS",0
"11677",1975,0,0,1,0,"RUS",1
"11678",1976,0,0,0,0,"RUS",0
"11679",1977,0,0,0,0,"RUS",0
"11680",1978,0,0,0,0,"RUS",0
"11681",1979,0,0,0,0,"RUS",0
"11682",1980,0,0,0,0,"RUS",0
"11683",1981,0,0,1,0,"RUS",1
"11684",1982,0,0,0,0,"RUS",0
"11685",1983,0,0,1,0,"RUS",1
"11686",1984,0,0,0,0,"RUS",0
"11687",1985,0,0,0,0,"RUS",0
"11688",1986,0,0,0,0,"RUS",0
"11689",1987,0,0,1,0,"RUS",1
"11690",1988,0,0,1,0,"RUS",1
"11691",1989,0,0,1,0,"RUS",1
"11692",1990,0,0,1,0,"RUS",1
"11693",1991,0,0,1,0,"RUS",1
"11694",1992,0,0,1,0,"RUS",1
"11695",1993,0,0,1,1,"RUS",2
"11696",1994,0,0,1,1,"RUS",2
"11697",1995,1,1,1,1,"RUS",4
"11698",1996,0,0,1,1,"RUS",2
"11699",1997,0,0,0,0,"RUS",0
"11700",1998,1,1,2,1,"RUS",5
"11701",1999,0,1,1,1,"RUS",3
"11702",2000,0,0,0,1,"RUS",1
"11703",2001,0,0,0,1,"RUS",1
"11704",2002,0,0,0,0,"RUS",0
"11705",2003,0,0,0,0,"RUS",0
"11706",2004,0,0,0,0,"RUS",0
"11707",2005,0,0,0,0,"RUS",0
"11708",2006,0,0,0,0,"RUS",0
"11709",2007,0,0,0,0,"RUS",0
"11710",2008,1,0,1,0,"RUS",2
"11711",2009,1,0,0,0,"RUS",1
"11712",2010,1,0,0,0,"RUS",1
"11713",2011,1,0,0,0,"RUS",1
"11714",2012,1,0,0,0,"RUS",1
"11715",2013,1,0,0,0,"RUS",1
"11716",2014,1,0,1,0,"RUS",2
"11717",2015,NA,0,0,0,"RUS",0
"11718",2016,NA,0,0,0,"RUS",0
"11719",1800,0,0,0,0,"SGP",0
"11720",1801,0,0,0,0,"SGP",0
"11721",1802,0,0,0,0,"SGP",0
"11722",1803,0,0,0,0,"SGP",0
"11723",1804,0,0,0,0,"SGP",0
"11724",1805,0,0,0,0,"SGP",0
"11725",1806,0,0,0,0,"SGP",0
"11726",1807,0,0,0,0,"SGP",0
"11727",1808,0,0,0,0,"SGP",0
"11728",1809,0,0,0,0,"SGP",0
"11729",1810,0,0,0,0,"SGP",0
"11730",1811,0,0,0,0,"SGP",0
"11731",1812,0,0,0,0,"SGP",0
"11732",1813,0,0,0,0,"SGP",0
"11733",1814,0,0,0,0,"SGP",0
"11734",1815,0,0,0,0,"SGP",0
"11735",1816,0,0,0,0,"SGP",0
"11736",1817,0,0,0,0,"SGP",0
"11737",1818,0,0,0,0,"SGP",0
"11738",1819,0,0,0,0,"SGP",0
"11739",1820,0,0,0,0,"SGP",0
"11740",1821,0,0,0,0,"SGP",0
"11741",1822,0,0,0,0,"SGP",0
"11742",1823,0,0,0,0,"SGP",0
"11743",1824,0,0,0,0,"SGP",0
"11744",1825,0,0,0,0,"SGP",0
"11745",1826,0,0,0,0,"SGP",0
"11746",1827,0,0,0,0,"SGP",0
"11747",1828,0,0,0,0,"SGP",0
"11748",1829,0,0,0,0,"SGP",0
"11749",1830,0,0,0,0,"SGP",0
"11750",1831,0,0,0,0,"SGP",0
"11751",1832,0,0,0,0,"SGP",0
"11752",1833,0,0,0,0,"SGP",0
"11753",1834,0,0,0,0,"SGP",0
"11754",1835,0,0,0,0,"SGP",0
"11755",1836,0,0,0,0,"SGP",0
"11756",1837,0,0,0,0,"SGP",0
"11757",1838,0,0,0,0,"SGP",0
"11758",1839,0,0,0,0,"SGP",0
"11759",1840,0,0,0,0,"SGP",0
"11760",1841,0,0,0,0,"SGP",0
"11761",1842,0,0,0,0,"SGP",0
"11762",1843,0,0,0,0,"SGP",0
"11763",1844,0,0,0,0,"SGP",0
"11764",1845,0,0,0,0,"SGP",0
"11765",1846,0,0,0,0,"SGP",0
"11766",1847,0,0,0,0,"SGP",0
"11767",1848,0,0,0,0,"SGP",0
"11768",1849,0,0,0,0,"SGP",0
"11769",1850,0,0,0,0,"SGP",0
"11770",1851,0,0,0,0,"SGP",0
"11771",1852,0,0,0,0,"SGP",0
"11772",1853,0,0,0,0,"SGP",0
"11773",1854,0,0,0,0,"SGP",0
"11774",1855,0,0,0,0,"SGP",0
"11775",1856,0,0,0,0,"SGP",0
"11776",1857,0,0,0,0,"SGP",0
"11777",1858,0,0,0,0,"SGP",0
"11778",1859,0,0,0,0,"SGP",0
"11779",1860,0,0,0,0,"SGP",0
"11780",1861,0,0,0,0,"SGP",0
"11781",1862,0,0,0,0,"SGP",0
"11782",1863,0,0,0,0,"SGP",0
"11783",1864,0,0,0,0,"SGP",0
"11784",1865,0,0,0,0,"SGP",0
"11785",1866,0,0,0,0,"SGP",0
"11786",1867,0,0,0,0,"SGP",0
"11787",1868,0,0,0,0,"SGP",0
"11788",1869,0,0,0,0,"SGP",0
"11789",1870,0,0,0,0,"SGP",0
"11790",1871,0,0,0,0,"SGP",0
"11791",1872,0,0,0,0,"SGP",0
"11792",1873,0,0,0,0,"SGP",0
"11793",1874,0,0,0,0,"SGP",0
"11794",1875,0,0,0,0,"SGP",0
"11795",1876,0,0,0,0,"SGP",0
"11796",1877,0,0,0,0,"SGP",0
"11797",1878,0,0,0,0,"SGP",0
"11798",1879,0,0,0,0,"SGP",0
"11799",1880,0,0,0,0,"SGP",0
"11800",1881,0,0,0,0,"SGP",0
"11801",1882,0,0,0,0,"SGP",0
"11802",1883,0,0,0,0,"SGP",0
"11803",1884,0,0,0,0,"SGP",0
"11804",1885,0,0,0,0,"SGP",0
"11805",1886,0,0,0,0,"SGP",0
"11806",1887,0,0,0,0,"SGP",0
"11807",1888,0,0,0,0,"SGP",0
"11808",1889,0,0,0,0,"SGP",0
"11809",1890,0,0,0,0,"SGP",0
"11810",1891,0,0,0,0,"SGP",0
"11811",1892,0,0,1,0,"SGP",1
"11812",1893,0,0,1,0,"SGP",1
"11813",1894,0,0,1,0,"SGP",1
"11814",1895,0,0,0,0,"SGP",0
"11815",1896,0,0,0,0,"SGP",0
"11816",1897,0,0,0,0,"SGP",0
"11817",1898,0,0,0,0,"SGP",0
"11818",1899,0,0,0,0,"SGP",0
"11819",1900,0,0,0,0,"SGP",0
"11820",1901,0,0,1,0,"SGP",1
"11821",1902,0,0,1,0,"SGP",1
"11822",1903,0,0,0,0,"SGP",0
"11823",1904,0,0,0,0,"SGP",0
"11824",1905,0,0,0,0,"SGP",0
"11825",1906,0,0,0,0,"SGP",0
"11826",1907,0,0,0,0,"SGP",0
"11827",1908,0,0,0,0,"SGP",0
"11828",1909,0,0,0,0,"SGP",0
"11829",1910,0,0,0,0,"SGP",0
"11830",1911,0,0,0,0,"SGP",0
"11831",1912,0,0,0,0,"SGP",0
"11832",1913,0,0,0,0,"SGP",0
"11833",1914,0,0,0,0,"SGP",0
"11834",1915,0,0,0,0,"SGP",0
"11835",1916,0,0,0,0,"SGP",0
"11836",1917,0,0,0,0,"SGP",0
"11837",1918,0,0,0,0,"SGP",0
"11838",1919,0,0,0,0,"SGP",0
"11839",1920,0,0,1,0,"SGP",1
"11840",1921,0,0,0,0,"SGP",0
"11841",1922,0,0,0,0,"SGP",0
"11842",1923,0,0,0,0,"SGP",0
"11843",1924,0,0,0,0,"SGP",0
"11844",1925,0,0,0,0,"SGP",0
"11845",1926,0,0,0,0,"SGP",0
"11846",1927,0,0,0,0,"SGP",0
"11847",1928,0,0,0,0,"SGP",0
"11848",1929,0,0,0,0,"SGP",0
"11849",1930,0,0,0,0,"SGP",0
"11850",1931,0,0,0,0,"SGP",0
"11851",1932,0,0,0,0,"SGP",0
"11852",1933,0,0,0,0,"SGP",0
"11853",1934,0,0,0,0,"SGP",0
"11854",1935,0,0,0,0,"SGP",0
"11855",1936,0,0,0,0,"SGP",0
"11856",1937,0,0,0,0,"SGP",0
"11857",1938,0,0,0,0,"SGP",0
"11858",1939,0,0,0,0,"SGP",0
"11859",1940,0,0,0,0,"SGP",0
"11860",1941,0,0,0,0,"SGP",0
"11861",1942,0,0,0,0,"SGP",0
"11862",1943,0,0,0,0,"SGP",0
"11863",1944,0,0,0,0,"SGP",0
"11864",1945,0,0,0,0,"SGP",0
"11865",1946,0,0,0,0,"SGP",0
"11866",1947,0,0,0,0,"SGP",0
"11867",1948,0,0,0,0,"SGP",0
"11868",1949,0,0,0,0,"SGP",0
"11869",1950,0,0,1,1,"SGP",2
"11870",1951,0,0,0,0,"SGP",0
"11871",1952,0,0,0,0,"SGP",0
"11872",1953,0,0,0,0,"SGP",0
"11873",1954,0,0,0,0,"SGP",0
"11874",1955,0,0,0,0,"SGP",0
"11875",1956,0,0,0,0,"SGP",0
"11876",1957,0,0,0,0,"SGP",0
"11877",1958,0,0,0,0,"SGP",0
"11878",1959,0,0,0,0,"SGP",0
"11879",1960,0,0,0,0,"SGP",0
"11880",1961,0,0,0,0,"SGP",0
"11881",1962,0,0,0,0,"SGP",0
"11882",1963,0,0,0,0,"SGP",0
"11883",1964,0,0,0,0,"SGP",0
"11884",1965,0,0,0,0,"SGP",0
"11885",1966,0,0,0,0,"SGP",0
"11886",1967,0,0,0,0,"SGP",0
"11887",1968,0,0,0,0,"SGP",0
"11888",1969,0,0,0,0,"SGP",0
"11889",1970,0,0,0,0,"SGP",0
"11890",1971,0,0,0,0,"SGP",0
"11891",1972,0,0,0,0,"SGP",0
"11892",1973,0,0,0,1,"SGP",1
"11893",1974,0,0,0,0,"SGP",0
"11894",1975,0,0,0,0,"SGP",0
"11895",1976,0,0,0,0,"SGP",0
"11896",1977,0,0,0,0,"SGP",0
"11897",1978,0,0,0,0,"SGP",0
"11898",1979,0,0,0,0,"SGP",0
"11899",1980,0,0,0,0,"SGP",0
"11900",1981,0,0,0,0,"SGP",0
"11901",1982,1,0,0,0,"SGP",1
"11902",1983,0,0,0,0,"SGP",0
"11903",1984,0,0,0,0,"SGP",0
"11904",1985,0,0,0,0,"SGP",0
"11905",1986,0,0,0,0,"SGP",0
"11906",1987,0,0,0,0,"SGP",0
"11907",1988,0,0,0,0,"SGP",0
"11908",1989,0,0,0,0,"SGP",0
"11909",1990,0,0,0,0,"SGP",0
"11910",1991,0,0,0,0,"SGP",0
"11911",1992,0,0,0,0,"SGP",0
"11912",1993,0,0,0,0,"SGP",0
"11913",1994,0,0,0,0,"SGP",0
"11914",1995,0,0,0,0,"SGP",0
"11915",1996,0,0,0,0,"SGP",0
"11916",1997,0,0,1,0,"SGP",1
"11917",1998,0,0,0,0,"SGP",0
"11918",1999,0,0,0,0,"SGP",0
"11919",2000,0,0,0,0,"SGP",0
"11920",2001,0,0,0,0,"SGP",0
"11921",2002,0,0,0,0,"SGP",0
"11922",2003,0,0,0,0,"SGP",0
"11923",2004,0,0,0,0,"SGP",0
"11924",2005,0,0,0,0,"SGP",0
"11925",2006,0,0,0,0,"SGP",0
"11926",2007,0,0,0,0,"SGP",0
"11927",2008,0,0,0,0,"SGP",0
"11928",2009,0,0,0,0,"SGP",0
"11929",2010,0,0,0,0,"SGP",0
"11930",2011,0,0,0,0,"SGP",0
"11931",2012,0,0,0,0,"SGP",0
"11932",2013,0,0,0,0,"SGP",0
"11933",2014,0,0,0,0,"SGP",0
"11934",2015,NA,0,0,0,"SGP",0
"11935",2016,NA,0,0,0,"SGP",0
"11936",1800,0,0,0,0,"ZAF",0
"11937",1801,0,0,0,0,"ZAF",0
"11938",1802,0,0,0,0,"ZAF",0
"11939",1803,0,0,0,0,"ZAF",0
"11940",1804,0,0,0,0,"ZAF",0
"11941",1805,0,0,0,0,"ZAF",0
"11942",1806,0,0,0,0,"ZAF",0
"11943",1807,0,0,0,0,"ZAF",0
"11944",1808,0,0,0,0,"ZAF",0
"11945",1809,0,0,0,0,"ZAF",0
"11946",1810,0,0,0,0,"ZAF",0
"11947",1811,0,0,0,0,"ZAF",0
"11948",1812,0,0,0,0,"ZAF",0
"11949",1813,0,0,0,0,"ZAF",0
"11950",1814,0,0,0,0,"ZAF",0
"11951",1815,0,0,0,0,"ZAF",0
"11952",1816,0,0,0,0,"ZAF",0
"11953",1817,0,0,0,0,"ZAF",0
"11954",1818,0,0,0,0,"ZAF",0
"11955",1819,0,0,0,0,"ZAF",0
"11956",1820,0,0,0,0,"ZAF",0
"11957",1821,0,0,0,0,"ZAF",0
"11958",1822,0,0,0,0,"ZAF",0
"11959",1823,0,0,0,0,"ZAF",0
"11960",1824,0,0,0,0,"ZAF",0
"11961",1825,0,0,0,0,"ZAF",0
"11962",1826,0,0,0,0,"ZAF",0
"11963",1827,0,0,0,0,"ZAF",0
"11964",1828,0,0,0,0,"ZAF",0
"11965",1829,0,0,0,0,"ZAF",0
"11966",1830,0,0,0,0,"ZAF",0
"11967",1831,0,0,0,0,"ZAF",0
"11968",1832,0,0,0,0,"ZAF",0
"11969",1833,0,0,0,0,"ZAF",0
"11970",1834,0,0,0,0,"ZAF",0
"11971",1835,0,0,0,0,"ZAF",0
"11972",1836,0,0,0,0,"ZAF",0
"11973",1837,0,0,0,0,"ZAF",0
"11974",1838,0,0,0,0,"ZAF",0
"11975",1839,0,0,0,0,"ZAF",0
"11976",1840,0,0,0,0,"ZAF",0
"11977",1841,0,0,0,0,"ZAF",0
"11978",1842,0,0,0,0,"ZAF",0
"11979",1843,0,0,0,0,"ZAF",0
"11980",1844,0,0,0,0,"ZAF",0
"11981",1845,0,0,0,0,"ZAF",0
"11982",1846,0,0,0,0,"ZAF",0
"11983",1847,0,0,0,0,"ZAF",0
"11984",1848,0,0,0,0,"ZAF",0
"11985",1849,0,0,0,0,"ZAF",0
"11986",1850,0,0,0,0,"ZAF",0
"11987",1851,0,0,0,0,"ZAF",0
"11988",1852,0,0,0,0,"ZAF",0
"11989",1853,0,0,0,0,"ZAF",0
"11990",1854,0,0,0,0,"ZAF",0
"11991",1855,0,0,0,0,"ZAF",0
"11992",1856,0,0,0,0,"ZAF",0
"11993",1857,0,0,0,0,"ZAF",0
"11994",1858,0,0,0,0,"ZAF",0
"11995",1859,0,0,0,0,"ZAF",0
"11996",1860,0,0,0,0,"ZAF",0
"11997",1861,0,0,0,0,"ZAF",0
"11998",1862,0,0,0,0,"ZAF",0
"11999",1863,0,0,0,0,"ZAF",0
"12000",1864,0,0,0,0,"ZAF",0
"12001",1865,1,0,0,0,"ZAF",1
"12002",1866,1,0,0,0,"ZAF",1
"12003",1867,1,0,0,0,"ZAF",1
"12004",1868,1,0,0,0,"ZAF",1
"12005",1869,1,0,0,0,"ZAF",1
"12006",1870,0,0,0,0,"ZAF",0
"12007",1871,0,0,0,0,"ZAF",0
"12008",1872,0,0,0,0,"ZAF",0
"12009",1873,0,0,0,0,"ZAF",0
"12010",1874,0,0,0,0,"ZAF",0
"12011",1875,0,0,0,0,"ZAF",0
"12012",1876,0,0,0,0,"ZAF",0
"12013",1877,1,0,0,0,"ZAF",1
"12014",1878,0,0,0,0,"ZAF",0
"12015",1879,0,0,0,0,"ZAF",0
"12016",1880,0,0,0,0,"ZAF",0
"12017",1881,1,0,0,0,"ZAF",1
"12018",1882,0,0,0,0,"ZAF",0
"12019",1883,0,0,0,0,"ZAF",0
"12020",1884,0,0,0,0,"ZAF",0
"12021",1885,0,0,0,0,"ZAF",0
"12022",1886,0,0,0,0,"ZAF",0
"12023",1887,0,0,0,0,"ZAF",0
"12024",1888,0,0,0,0,"ZAF",0
"12025",1889,0,0,0,0,"ZAF",0
"12026",1890,1,0,0,0,"ZAF",1
"12027",1891,0,0,0,0,"ZAF",0
"12028",1892,0,0,0,0,"ZAF",0
"12029",1893,0,0,0,0,"ZAF",0
"12030",1894,0,0,0,0,"ZAF",0
"12031",1895,0,0,0,0,"ZAF",0
"12032",1896,0,0,0,0,"ZAF",0
"12033",1897,0,0,0,0,"ZAF",0
"12034",1898,0,0,0,0,"ZAF",0
"12035",1899,0,0,0,0,"ZAF",0
"12036",1900,0,0,0,0,"ZAF",0
"12037",1901,0,0,0,0,"ZAF",0
"12038",1902,0,0,0,0,"ZAF",0
"12039",1903,0,0,0,0,"ZAF",0
"12040",1904,0,0,0,0,"ZAF",0
"12041",1905,0,0,0,0,"ZAF",0
"12042",1906,0,0,0,0,"ZAF",0
"12043",1907,0,0,0,0,"ZAF",0
"12044",1908,0,0,0,0,"ZAF",0
"12045",1909,0,0,0,0,"ZAF",0
"12046",1910,0,0,0,0,"ZAF",0
"12047",1911,0,0,0,0,"ZAF",0
"12048",1912,0,0,0,0,"ZAF",0
"12049",1913,0,0,0,0,"ZAF",0
"12050",1914,0,0,0,0,"ZAF",0
"12051",1915,0,0,0,0,"ZAF",0
"12052",1916,0,0,0,0,"ZAF",0
"12053",1917,0,0,0,0,"ZAF",0
"12054",1918,0,0,0,0,"ZAF",0
"12055",1919,0,0,0,0,"ZAF",0
"12056",1920,0,0,0,1,"ZAF",1
"12057",1921,0,0,0,0,"ZAF",0
"12058",1922,0,0,0,0,"ZAF",0
"12059",1923,0,0,0,0,"ZAF",0
"12060",1924,0,0,0,0,"ZAF",0
"12061",1925,0,0,0,0,"ZAF",0
"12062",1926,0,0,0,0,"ZAF",0
"12063",1927,0,0,0,0,"ZAF",0
"12064",1928,0,0,0,0,"ZAF",0
"12065",1929,0,0,0,0,"ZAF",0
"12066",1930,0,0,0,0,"ZAF",0
"12067",1931,0,0,0,0,"ZAF",0
"12068",1932,0,0,0,0,"ZAF",0
"12069",1933,0,0,1,0,"ZAF",1
"12070",1934,0,0,0,0,"ZAF",0
"12071",1935,0,0,0,0,"ZAF",0
"12072",1936,0,0,0,0,"ZAF",0
"12073",1937,0,0,0,0,"ZAF",0
"12074",1938,0,0,0,0,"ZAF",0
"12075",1939,0,0,0,0,"ZAF",0
"12076",1940,0,0,1,0,"ZAF",1
"12077",1941,0,0,0,0,"ZAF",0
"12078",1942,0,0,0,0,"ZAF",0
"12079",1943,0,0,0,0,"ZAF",0
"12080",1944,0,0,0,0,"ZAF",0
"12081",1945,0,0,0,0,"ZAF",0
"12082",1946,0,0,0,0,"ZAF",0
"12083",1947,0,0,0,0,"ZAF",0
"12084",1948,0,0,0,0,"ZAF",0
"12085",1949,0,0,0,0,"ZAF",0
"12086",1950,0,0,1,0,"ZAF",1
"12087",1951,0,0,0,0,"ZAF",0
"12088",1952,0,0,0,0,"ZAF",0
"12089",1953,0,0,0,0,"ZAF",0
"12090",1954,0,0,0,0,"ZAF",0
"12091",1955,0,0,0,0,"ZAF",0
"12092",1956,0,0,0,0,"ZAF",0
"12093",1957,0,0,0,0,"ZAF",0
"12094",1958,0,0,0,0,"ZAF",0
"12095",1959,0,0,0,0,"ZAF",0
"12096",1960,0,0,0,0,"ZAF",0
"12097",1961,0,0,0,0,"ZAF",0
"12098",1962,0,0,0,0,"ZAF",0
"12099",1963,0,0,0,0,"ZAF",0
"12100",1964,0,0,0,0,"ZAF",0
"12101",1965,0,0,0,0,"ZAF",0
"12102",1966,0,0,0,0,"ZAF",0
"12103",1967,0,0,2,0,"ZAF",2
"12104",1968,0,0,0,0,"ZAF",0
"12105",1969,0,0,0,0,"ZAF",0
"12106",1970,0,0,0,0,"ZAF",0
"12107",1971,0,0,0,0,"ZAF",0
"12108",1972,0,0,0,0,"ZAF",0
"12109",1973,0,0,0,0,"ZAF",0
"12110",1974,0,0,0,0,"ZAF",0
"12111",1975,0,0,0,0,"ZAF",0
"12112",1976,0,0,0,0,"ZAF",0
"12113",1977,1,0,0,0,"ZAF",1
"12114",1978,1,0,0,0,"ZAF",1
"12115",1979,0,0,0,0,"ZAF",0
"12116",1980,0,0,0,0,"ZAF",0
"12117",1981,0,0,1,0,"ZAF",1
"12118",1982,0,0,0,0,"ZAF",0
"12119",1983,0,0,0,0,"ZAF",0
"12120",1984,0,0,1,0,"ZAF",1
"12121",1985,0,0,1,0,"ZAF",1
"12122",1986,0,0,0,0,"ZAF",0
"12123",1987,0,0,0,0,"ZAF",0
"12124",1988,0,0,1,0,"ZAF",1
"12125",1989,1,0,0,0,"ZAF",1
"12126",1990,0,0,0,0,"ZAF",0
"12127",1991,0,0,0,0,"ZAF",0
"12128",1992,0,0,0,0,"ZAF",0
"12129",1993,0,0,0,0,"ZAF",0
"12130",1994,0,0,0,0,"ZAF",0
"12131",1995,0,0,0,0,"ZAF",0
"12132",1996,0,0,1,0,"ZAF",1
"12133",1997,0,0,0,0,"ZAF",0
"12134",1998,0,0,1,0,"ZAF",1
"12135",1999,0,0,0,0,"ZAF",0
"12136",2000,0,0,1,0,"ZAF",1
"12137",2001,0,0,1,0,"ZAF",1
"12138",2002,0,0,0,0,"ZAF",0
"12139",2003,0,0,0,0,"ZAF",0
"12140",2004,0,0,0,0,"ZAF",0
"12141",2005,0,0,0,0,"ZAF",0
"12142",2006,0,0,0,0,"ZAF",0
"12143",2007,0,0,0,0,"ZAF",0
"12144",2008,0,0,1,0,"ZAF",1
"12145",2009,0,0,0,0,"ZAF",0
"12146",2010,0,0,0,0,"ZAF",0
"12147",2011,0,0,1,0,"ZAF",1
"12148",2012,0,0,0,0,"ZAF",0
"12149",2013,0,0,1,0,"ZAF",1
"12150",2014,NA,0,0,0,"ZAF",0
"12151",2015,NA,0,0,0,"ZAF",0
"12152",2016,NA,0,0,0,"ZAF",0
"12153",1800,0,0,0,0,"ESP",0
"12154",1801,0,0,0,0,"ESP",0
"12155",1802,0,0,0,0,"ESP",0
"12156",1803,0,0,0,1,"ESP",1
"12157",1804,0,0,0,0,"ESP",0
"12158",1805,0,0,0,0,"ESP",0
"12159",1806,0,0,0,0,"ESP",0
"12160",1807,0,0,0,0,"ESP",0
"12161",1808,0,0,0,0,"ESP",0
"12162",1809,0,0,0,0,"ESP",0
"12163",1810,0,0,0,0,"ESP",0
"12164",1811,0,0,0,1,"ESP",1
"12165",1812,0,0,0,1,"ESP",1
"12166",1813,0,0,0,0,"ESP",0
"12167",1814,1,1,0,0,"ESP",2
"12168",1815,1,1,0,0,"ESP",2
"12169",1816,1,1,0,0,"ESP",2
"12170",1817,1,1,0,0,"ESP",2
"12171",1818,0,0,0,0,"ESP",0
"12172",1819,0,0,0,0,"ESP",0
"12173",1820,0,0,0,0,"ESP",0
"12174",1821,0,0,0,0,"ESP",0
"12175",1822,0,0,0,0,"ESP",0
"12176",1823,0,0,0,0,"ESP",0
"12177",1824,0,0,0,1,"ESP",1
"12178",1825,0,0,0,0,"ESP",0
"12179",1826,0,0,0,0,"ESP",0
"12180",1827,0,0,0,0,"ESP",0
"12181",1828,0,0,0,0,"ESP",0
"12182",1829,1,0,0,0,"ESP",1
"12183",1830,0,0,0,0,"ESP",0
"12184",1831,0,0,0,0,"ESP",0
"12185",1832,0,0,0,0,"ESP",0
"12186",1833,0,0,0,0,"ESP",0
"12187",1834,0,0,0,0,"ESP",0
"12188",1835,0,0,0,0,"ESP",0
"12189",1836,0,0,0,0,"ESP",0
"12190",1837,0,0,0,0,"ESP",0
"12191",1838,0,0,0,0,"ESP",0
"12192",1839,0,0,0,0,"ESP",0
"12193",1840,0,0,0,0,"ESP",0
"12194",1841,0,0,0,0,"ESP",0
"12195",1842,0,0,0,0,"ESP",0
"12196",1843,0,0,0,0,"ESP",0
"12197",1844,0,0,0,0,"ESP",0
"12198",1845,0,0,0,0,"ESP",0
"12199",1846,1,0,0,0,"ESP",1
"12200",1847,1,0,0,1,"ESP",2
"12201",1848,0,0,0,0,"ESP",0
"12202",1849,0,0,0,0,"ESP",0
"12203",1850,0,0,0,0,"ESP",0
"12204",1851,0,0,0,0,"ESP",0
"12205",1852,0,0,0,0,"ESP",0
"12206",1853,0,0,0,0,"ESP",0
"12207",1854,0,0,0,0,"ESP",0
"12208",1855,0,0,0,0,"ESP",0
"12209",1856,0,0,0,0,"ESP",0
"12210",1857,0,0,0,0,"ESP",0
"12211",1858,0,0,0,0,"ESP",0
"12212",1859,0,0,0,0,"ESP",0
"12213",1860,0,0,0,0,"ESP",0
"12214",1861,0,0,0,0,"ESP",0
"12215",1862,0,0,0,0,"ESP",0
"12216",1863,0,0,0,0,"ESP",0
"12217",1864,0,0,0,0,"ESP",0
"12218",1865,0,0,0,0,"ESP",0
"12219",1866,0,0,0,0,"ESP",0
"12220",1867,0,0,0,0,"ESP",0
"12221",1868,0,0,0,0,"ESP",0
"12222",1869,0,0,0,0,"ESP",0
"12223",1870,0,0,0,0,"ESP",0
"12224",1871,0,0,0,0,"ESP",0
"12225",1872,0,0,0,0,"ESP",0
"12226",1873,0,0,0,0,"ESP",0
"12227",1874,0,0,0,0,"ESP",0
"12228",1875,0,0,0,0,"ESP",0
"12229",1876,0,0,0,0,"ESP",0
"12230",1877,0,0,0,0,"ESP",0
"12231",1878,0,0,0,0,"ESP",0
"12232",1879,0,0,0,0,"ESP",0
